,CODEX,SEX,CPF,ANY,SELE,CPE
626,304190,D,08023,2015,11.594000000000001,8022.0
627,304191,H,08690,2015,10.272,8830.0
628,304365,H,43005,2015,12.735999999999999,43007.0
629,304366,H,07013,2015,11.495999999999999,
630,304378,H,08757,2015,11.33,8950.0
631,304390,H,08840,2015,9.826,8840.0
632,304391,D,08015,2015,10.854000000000001,8029.0
633,304393,H,08004,2015,10.038,8004.0
634,304397,H,07570,2015,11.738,
635,304120,H,08022,2015,12.427999999999999,8022.0
636,304132,D,08008,2015,11.485999999999999,8008.0
638,304144,H,08009,2015,10.752,8009.0
639,304150,H,43206,2015,11.645999999999999,43120.0
640,304153,H,08850,2015,12.527999999999999,8850.0
641,304226,D,08007,2015,12.408,8034.0
642,304231,H,08290,2015,10.744000000000002,8290.0
643,304241,H,08035,2015,11.572000000000001,8035.0
644,303980,H,08021,2015,9.934,8034.0
645,303996,H,08500,2015,9.836,8500.0
646,304001,H,08172,2015,12.078,8034.0
647,304007,H,08530,2015,12.684000000000001,8530.0
648,309132,D,08006,2015,11.02,8034.0
649,308059,H,08211,2014,11.702,8211.0
650,230684,H,43781,2010,11.888,43780.0
651,227199,H,08029,2010,10.42,8017.0
652,227942,H,43003,2010,10.04,43005.0
653,227953,H,08029,2010,9.988,8029.0
654,227213,H,08912,2010,11.384,8912.0
655,228247,H,08740,2010,12.735999999999999,8960.0
656,229108,H,08950,2010,12.888,8960.0
657,228047,H,08397,2010,10.728,17003.0
658,226543,D,08401,2010,11.937999999999999,8401.0
659,227821,D,08907,2010,10.844000000000001,8907.0
660,226455,H,08700,2010,10.642000000000001,8700.0
661,227838,H,08800,2010,10.96,8800.0
662,227006,D,08038,2010,12.128,8038.0
663,227285,H,08025,2010,9.83,8041.0
664,227286,H,08035,2010,10.048,8035.0
665,227304,H,08173,2010,10.076,8017.0
666,227027,H,08755,2010,11.165999999999999,8755.0
667,227034,H,08006,2010,12.187999999999999,8017.0
668,227036,H,08037,2010,11.078,8034.0
669,227332,H,08552,2010,9.786,8500.0
670,228297,H,08820,2010,11.764000000000001,8820.0
671,228015,H,08191,2010,11.34,8174.0
672,228029,H,08180,2010,11.332,8180.0
673,229911,H,08903,2010,9.792,8034.0
674,229370,H,08016,2010,10.124,8027.0
675,228494,H,08242,2010,10.444,8240.0
676,227639,D,08029,2010,12.422,8022.0
677,230066,D,08028,2010,12.132,25111.0
678,228525,H,08030,2010,10.96,8030.0
679,227774,H,08173,2010,11.255999999999998,8034.0
680,227779,H,08922,2010,12.436,8030.0
681,229677,H,08340,2010,10.328,8340.0
682,227520,H,08905,2010,10.334000000000001,8034.0
683,227752,H,08029,2010,11.092,8034.0
684,228367,H,08173,2010,10.734000000000002,8197.0
685,227686,H,08902,2010,10.076,8014.0
686,229691,H,08012,2010,11.386,8007.0
687,227792,D,08029,2010,13.015999999999998,8036.0
688,227556,D,08031,2010,12.618,8016.0
689,230829,H,08013,2010,11.578,8009.0
690,228661,H,08029,2010,11.948,8034.0
691,227495,H,08503,2010,9.836,8500.0
692,228572,D,08034,2010,9.84,8173.0
693,228695,D,08690,2010,10.107999999999999,8830.0
694,227506,H,08902,2010,10.844000000000001,8902.0
695,228708,H,22520,2010,10.548,25111.0
696,228628,D,08025,2010,11.45,8030.0
697,227756,H,08023,2010,13.495999999999999,8034.0
698,228721,H,08029,2010,10.522,8014.0
699,228281,H,08397,2010,10.332,8370.0
700,243241,H,07620,2011,10.748,
701,244495,H,08780,2011,12.27,8950.0
702,245086,H,08013,2011,11.222000000000001,8024.0
703,245235,D,08017,2011,11.68,8017.0
704,244340,D,43596,2011,12.386,43110.0
705,244361,H,25006,2011,9.726,25111.0
706,245853,H,08820,2011,10.937999999999999,8950.0
707,245865,H,08732,2011,10.1,8720.0
708,231885,H,08015,2010,10.585999999999999,8001.0
709,246370,D,08034,2011,10.664000000000001,8022.0
710,245733,H,08015,2011,11.888,8036.0
711,244287,H,43500,2011,11.204,43500.0
712,245166,H,08328,2011,9.906,8916.0
713,244252,H,08015,2011,10.575999999999999,8029.0
714,245846,H,08006,2011,11.575999999999999,8173.0
715,243721,H,07013,2011,10.448,
716,245127,H,08028,2011,10.582,8028.0
717,244339,D,43005,2011,11.194,43110.0
718,245077,H,08028,2011,10.825999999999999,8034.0
719,232372,H,08370,2010,9.72,8370.0
720,232248,H,08036,2010,9.693999999999999,8023.0
721,232166,H,00000,2010,9.767000000000001,
722,246807,H,17480,2011,12.165999999999999,17480.0
723,246706,H,08902,2010,10.228,8903.0
724,246579,H,08820,2010,10.122,8021.0
725,246657,H,25600,2011,11.09,25600.0
726,246199,H,08756,2011,10.734000000000002,8757.0
727,244279,H,43007,2011,10.622,43007.0
728,244844,D,25002,2011,10.193999999999999,25002.0
729,244846,H,25310,2011,11.505999999999998,25310.0
730,246237,H,08970,2011,13.2,8980.0
731,243959,H,25617,2011,10.112,25600.0
732,243964,H,08110,2011,11.274000000000001,8110.0
733,243988,D,25006,2011,11.972000000000001,25003.0
734,244151,H,43001,2011,10.8,43003.0
735,244703,H,08012,2011,12.28,8021.0
736,246094,H,08023,2011,10.86,8017.0
737,246123,H,08302,2011,11.267999999999999,8301.0
738,244888,H,08028,2011,12.582,8021.0
739,244041,H,08011,2011,11.905999999999999,8029.0
740,245394,H,08034,2011,11.08,8034.0
741,245403,H,08034,2011,10.842,8034.0
742,245563,H,08018,2011,10.764000000000001,8010.0
743,244626,D,25600,2011,12.18,25600.0
744,244785,H,08207,2011,11.062000000000001,8207.0
745,245985,H,08017,2011,10.436,8173.0
746,245986,H,08017,2011,11.694,8173.0
747,245944,H,08750,2011,10.418,8750.0
748,245636,H,08860,2011,12.542,8034.0
749,247069,H,07230,2011,10.252,
750,252419,H,08034,2011,9.58,8034.0
751,254783,H,08021,2011,9.478,8173.0
752,261759,H,25006,2012,10.924000000000001,25003.0
753,250276,H,08970,2011,9.625,
754,261774,H,08173,2012,11.488,8172.0
755,261734,H,08770,2012,12.686,43206.0
756,261058,H,08980,2012,11.48,8980.0
757,248551,H,08022,2011,11.72,8017.0
758,250608,D,08035,2011,9.142000000000001,8035.0
759,259125,H,08018,2012,11.05,8018.0
760,259414,H,08530,2012,11.315999999999999,8530.0
761,260539,D,08022,2012,13.072000000000001,8034.0
762,260541,H,08840,2012,12.628,8840.0
763,258260,H,08339,2012,11.075999999999999,8339.0
764,259981,H,08172,2012,12.106,8173.0
765,261509,H,08011,2012,11.66,8023.0
766,259037,H,08009,2012,10.514000000000001,8010.0
767,259789,D,08014,2012,12.378,8021.0
768,258438,H,25400,2012,11.33,25400.0
769,259874,H,08329,2012,11.39,8390.0
770,261549,D,08029,2012,11.114,8029.0
771,258205,D,08251,2012,10.796,8242.0
772,258222,H,08028,2012,10.838,
773,259084,H,08173,2012,10.786,8017.0
774,259232,H,08023,2012,11.776,8022.0
775,259671,H,08640,2012,11.386,8640.0
776,259886,H,07014,2012,12.508,
777,259357,H,08196,2012,10.9,8023.0
778,258323,D,08034,2012,11.84,8017.0
779,260600,H,17820,2012,11.31,17820.0
780,260466,H,08023,2012,10.86,8035.0
781,262287,H,07750,2011,9.28,
782,262114,D,08017,2012,11.432,8034.0
783,261903,H,08022,2012,11.182,8034.0
784,261214,H,08173,2012,12.614,8172.0
785,261459,D,08021,2012,12.186,8006.0
786,261977,H,08029,2012,11.347999999999999,8034.0
787,261401,H,07740,2012,10.636,
788,261860,H,08021,2012,11.864,8173.0
789,259924,H,08530,2012,11.532,8530.0
790,262056,D,08172,2011,12.2,8017.0
791,264523,H,08023,2012,10.405999999999999,8017.0
792,264793,D,08810,2012,10.456,8870.0
793,258115,H,08907,2012,10.345999999999998,8907.0
794,259595,H,08029,2012,11.565999999999999,8021.0
795,260710,H,08029,2012,12.124,8029.0
796,260236,H,43002,2012,11.044,43002.0
797,258737,H,08860,2012,11.2,8850.0
798,260861,H,08960,2012,11.366,8022.0
799,260864,H,08192,2012,11.294,8172.0
800,258154,H,08018,2012,11.895999999999999,8014.0
801,260755,D,08755,2012,11.01,8755.0
802,258685,H,25001,2012,10.524000000000001,25002.0
803,260663,H,08870,2012,10.932,8870.0
804,260664,H,08195,2012,10.502,8017.0
805,258719,H,08921,2012,11.502,8027.0
806,260444,H,25280,2012,12.034,25280.0
807,260699,H,08401,2012,10.802,8401.0
808,274976,H,08870,2013,10.488,8850.0
809,274442,H,08022,2013,11.267999999999999,8022.0
810,263238,H,08005,2012,11.66,8005.0
811,274611,D,08025,2013,11.347999999999999,8032.0
812,274191,H,08918,2012,10.21,8918.0
813,263378,H,08290,2012,11.687999999999999,8021.0
814,262895,H,17820,2012,12.37,17820.0
815,264979,H,08018,2014,10.434000000000001,
816,262745,H,08320,2012,11.04,8320.0
817,276756,D,08022,2013,11.982000000000001,8022.0
818,276781,D,25199,2013,9.978,25111.0
819,276392,H,08026,2013,11.522,8009.0
820,276847,H,43001,2013,12.98,43007.0
821,275258,H,12004,2013,11.62,
822,275350,H,08005,2013,12.812000000000001,8005.0
823,275367,H,17744,2013,10.654000000000002,17458.0
824,276736,H,08800,2013,11.686,8800.0
825,276620,H,43850,2013,11.245999999999999,43840.0
826,275219,D,08302,2013,10.774000000000001,8301.0
827,275067,H,08017,2013,11.374,8173.0
828,274764,H,08021,2013,11.29,8034.0
829,274778,D,07004,2013,10.765999999999998,
830,275368,H,08029,2013,10.634,8029.0
831,274017,D,08034,2013,13.432,8034.0
832,276584,H,08302,2013,9.988,8304.0
833,275904,H,08017,2013,10.0,8017.0
834,274148,H,07013,2013,11.38,
835,274520,D,08030,2013,11.51,8016.0
836,280198,H,34800,2013,9.916,
837,276407,H,08690,2013,11.614,8830.0
838,276425,H,08041,2013,11.174000000000001,8031.0
839,278268,H,08013,2013,10.2,8010.0
840,277672,H,08029,2013,10.82,8017.0
841,281294,D,25300,2013,9.794,25300.0
842,277759,D,43800,2013,10.94,43800.0
843,277700,H,08014,2013,10.448,8014.0
844,277247,H,08006,2013,10.357999999999999,8022.0
845,277518,H,43870,2013,11.565999999999999,43870.0
846,279206,H,08970,2013,11.022,8034.0
847,278975,H,08800,2013,10.718,8800.0
848,277628,H,08912,2013,11.056,8912.0
849,279067,H,08320,2013,10.925999999999998,8320.0
850,277000,D,08017,2013,10.744000000000002,8034.0
851,277484,H,08025,2013,12.036,8009.0
852,277488,D,08301,2013,10.78,8010.0
853,292905,D,17004,2014,9.524,17004.0
854,292907,H,08028,2014,12.332,8014.0
855,292915,D,43202,2014,10.824000000000002,43206.0
856,292922,D,08240,2014,11.194,8240.0
857,292923,H,08173,2014,10.374,8034.0
858,292933,H,08830,2014,10.092,8830.0
859,292936,D,08770,2014,10.638,8770.0
860,289279,D,08680,2014,10.642000000000001,8680.0
861,289282,D,08330,2014,9.748,8330.0
862,289289,D,08014,2014,13.35,8014.0
863,289244,H,08035,2014,11.474,8035.0
864,289246,H,08290,2014,11.644,8290.0
865,289150,H,08024,2014,10.47,8023.0
866,289317,D,25004,2014,11.244000000000002,25002.0
867,288985,H,08015,2014,11.182,8015.0
868,289006,H,08037,2014,11.58,8025.0
869,289175,D,08870,2014,12.888,8870.0
870,289180,H,08017,2014,10.585999999999999,8022.0
871,289182,H,08650,2013,9.048,8650.0
872,289184,D,17002,2014,11.338,17002.0
873,289186,H,08915,2014,11.714,8911.0
874,289012,H,08290,2014,11.145999999999999,8193.0
875,289020,H,08006,2014,11.74,8017.0
876,289026,D,08017,2014,12.14,8034.0
877,289117,D,25240,2014,10.854000000000001,25337.0
878,289125,D,08017,2014,13.102,8022.0
879,289032,H,08720,2014,10.47,8720.0
880,289035,H,08940,2014,12.228,8022.0
881,289037,H,25620,2014,11.508,25620.0
882,289214,H,08901,2014,11.082,8907.0
883,289224,H,08029,2014,9.884,8029.0
884,289238,H,08172,2014,9.402000000000001,8173.0
885,289061,H,12003,2014,10.448,
886,289065,H,08830,2014,12.92,8021.0
887,289066,H,08301,2014,9.912,8301.0
888,289069,H,08359,2014,10.716,8350.0
889,289082,H,07141,2014,10.084,
890,289088,D,08173,2014,10.796,8022.0
891,289374,H,08798,2014,10.366,8770.0
892,289093,H,08820,2014,9.66,8950.0
893,289339,D,12330,2014,11.052,
894,289340,H,08950,2014,9.996,8022.0
895,289353,H,43002,2014,10.096,43005.0
896,289368,H,08030,2014,9.956,8030.0
897,289207,H,08034,2014,11.52,8006.0
898,289274,H,08037,2014,11.744000000000002,8010.0
899,288964,H,08041,2014,10.502,8032.0
900,288967,H,08009,2014,11.648,8010.0
901,289275,D,08032,2014,11.462,8022.0
902,288972,H,08024,2014,10.468,8025.0
903,288973,H,08186,2014,9.538,8110.0
904,288981,D,17130,2014,9.716000000000001,17257.0
905,288982,H,08017,2014,12.712,8173.0
906,289389,D,08415,2014,9.502,8530.0
907,289396,H,08029,2014,9.39,8021.0
908,294152,H,08172,2014,12.014000000000001,8173.0
909,304329,H,08960,2015,11.112,8950.0
910,304331,H,08755,2015,10.324000000000002,8902.0
911,304291,H,08290,2015,9.962,8193.0
912,304292,H,08004,2015,12.42,8014.0
913,304311,H,07015,2015,9.958,
914,304315,D,08192,2015,12.69,8193.0
915,304321,D,43206,2015,11.862,43205.0
916,304029,D,08150,2015,10.154,8100.0
917,304033,H,08024,2015,10.17,8025.0
918,304037,H,08022,2015,10.828,8034.0
919,304042,H,08700,2015,10.186,8700.0
920,304044,D,25006,2015,13.24,25006.0
921,304056,H,08130,2015,9.994,8100.0
922,304063,H,08029,2015,10.53,8017.0
923,304243,H,17003,2015,11.734000000000002,17005.0
924,304267,H,08290,2015,11.575999999999999,8290.0
925,304274,D,08006,2015,10.98,8017.0
926,304338,H,08013,2015,10.62,8010.0
927,304343,H,08022,2015,10.222000000000001,8022.0
928,304080,H,08005,2015,12.494000000000002,8019.0
929,304085,H,42001,2015,10.91,
930,304087,H,17246,2015,11.684000000000001,17244.0
931,304089,H,08901,2015,11.762,8901.0
932,304281,H,08339,2015,12.998,8302.0
933,304175,H,08024,2015,12.752,8032.0
934,304188,H,08440,2015,10.575999999999999,8440.0
935,304114,H,38530,2015,11.812999999999999,
937,304202,H,08172,2015,10.872,8022.0
938,304209,H,08440,2015,12.356,8440.0
939,304213,H,07702,2015,11.914000000000001,
940,304386,D,08020,2015,12.742,8027.0
941,304398,D,08036,2015,12.444,8017.0
942,304400,H,07800,2015,12.994000000000002,
943,304405,H,08820,2015,10.788,8017.0
944,304126,H,07460,2015,11.284,
945,304127,H,43005,2015,11.642000000000001,43003.0
946,304129,H,08005,2015,11.62,
947,304142,H,08330,2015,10.432,8328.0
948,304143,H,08003,2015,11.52,8009.0
949,304146,H,17458,2015,11.498,17005.0
950,304148,H,08173,2015,11.652000000000001,8174.0
951,303960,H,08014,2015,12.308,8014.0
952,303968,H,25790,2015,9.704,8017.0
953,303974,H,08024,2015,10.404000000000002,8017.0
954,303986,H,08290,2015,9.726,8290.0
955,303995,D,08915,2015,12.838,8902.0
956,304003,D,08029,2015,12.664000000000001,8029.0
957,304005,D,08037,2015,12.264000000000001,8037.0
958,309144,H,08028,2015,11.32,8017.0
959,309147,D,08006,2015,12.53,8006.0
960,307330,H,08980,2015,9.046,8980.0
961,308050,H,28038,2015,11.985999999999999,
962,230878,D,08022,2010,10.934000000000001,8034.0
963,228044,D,17003,2010,12.044,17003.0
964,227182,H,08917,2010,9.804,8917.0
965,227264,H,08017,2010,10.39,8034.0
966,229262,D,07820,2010,10.234,
967,228323,H,17257,2010,10.42,17257.0
968,230006,H,07760,2010,10.83,
969,227880,D,17310,2010,10.478,17458.0
970,229635,H,08023,2010,11.522,8022.0
971,228436,D,08340,2010,11.208,8340.0
972,228046,H,17003,2010,10.702,17003.0
973,228049,H,08397,2010,10.73,17003.0
974,228190,D,08261,2010,11.436,8261.0
975,228459,D,43700,2010,10.146,43700.0
976,226515,D,17400,2010,12.126,8470.0
977,230008,D,07702,2010,10.238,
978,228060,H,08017,2010,12.136,8034.0
979,227298,H,08034,2010,10.524000000000001,8017.0
980,227857,H,08017,2010,10.322000000000001,8173.0
981,227363,H,08911,2010,11.495999999999999,8912.0
982,227021,H,08328,2010,11.182,8007.0
983,227369,H,08023,2010,9.77,8022.0
984,228080,H,08470,2010,11.424000000000001,8470.0
985,229423,H,17527,2010,11.334000000000001,17520.0
986,227383,H,08015,2010,12.092,8015.0
987,228021,D,08860,2010,10.196,8860.0
988,229925,H,08006,2010,12.796,8034.0
989,229821,D,43002,2010,12.37,43002.0
990,228429,D,08402,2010,11.585999999999999,8100.0
991,227712,H,08042,2010,11.2,8031.0
992,227519,D,08034,2010,11.527999999999999,8034.0
993,228631,H,08027,2010,10.16,8030.0
994,227735,D,08776,2010,10.754000000000001,8770.0
995,227522,H,08034,2010,10.255999999999998,8034.0
996,227753,H,08023,2010,10.927999999999999,8034.0
997,228531,H,43007,2010,11.818,43120.0
998,227787,H,08030,2010,10.66,8195.0
999,227590,H,08010,2010,12.462,8010.0
1000,229698,H,08859,2010,9.946,8014.0
1001,228382,H,43205,2010,10.354000000000001,43206.0
1002,228660,D,08970,2010,10.732000000000001,8034.0
1003,227624,H,08173,2010,11.7,8034.0
1004,227406,H,08172,2010,10.106,8174.0
1005,227413,H,08022,2010,11.0,8017.0
1006,227422,D,08025,2010,10.794,8025.0
1007,228715,H,43750,2010,10.504000000000001,43750.0
1008,227452,H,08038,2010,10.058,8017.0
1009,228630,D,08030,2010,13.245999999999999,8030.0
1010,226877,H,08370,2010,12.137,
1011,243182,H,08021,2011,12.667,
1012,233142,H,08290,2010,11.78,8017.0
1013,232094,H,08272,2010,9.684,8240.0
1014,231991,H,08013,2010,10.802,8009.0
1015,228884,H,08192,2010,9.77,8195.0
1016,227098,H,08034,2010,10.73,8034.0
1017,245322,H,08008,2011,13.335999999999999,8036.0
1018,243777,H,07840,2011,10.632,
1019,243551,H,AD400,2011,10.74,
1020,245087,D,08960,2011,13.6,8022.0
1021,243676,H,08026,2011,10.744000000000002,8032.0
1022,245195,H,08015,2011,9.98,8017.0
1023,244406,H,43007,2011,11.142000000000001,43003.0
1024,245208,H,08034,2011,10.708,8034.0
1025,245218,H,08037,2011,12.072000000000001,8036.0
1026,232799,H,08005,2010,9.706,8005.0
1027,243582,H,08012,2011,11.833,
1028,244377,H,08018,2011,10.645999999999999,8009.0
1029,244391,H,08338,2011,10.558,8338.0
1030,246034,D,08224,2011,10.096,8221.0
1031,245176,D,08173,2011,12.352,8022.0
1032,232333,H,08784,2010,9.6,8770.0
1033,247399,H,08013,2010,9.93,8010.0
1034,246794,H,07230,2011,11.015999999999998,
1035,246587,H,43550,2010,11.352,43500.0
1036,246660,H,08036,2011,12.07,8006.0
1037,245418,H,08950,2011,10.22,8034.0
1038,244725,H,08173,2011,10.338,8173.0
1039,244653,D,25700,2011,12.474,25700.0
1041,244840,H,08980,2011,10.585999999999999,8980.0
1042,244802,H,08173,2011,11.145999999999999,8172.0
1043,245521,H,08014,2011,10.694,8010.0
1044,245640,H,08024,2011,9.978,8024.0
1045,244530,D,17002,2011,9.85,17003.0
1046,244535,H,08034,2011,10.982000000000001,8021.0
1047,244869,H,08032,2011,11.082,8031.0
1048,244141,H,08018,2011,10.422,8029.0
1049,244826,H,08028,2010,9.244,8028.0
1050,244002,H,08100,2011,10.994000000000002,8100.0
1051,245445,H,08028,2011,11.45,8017.0
1052,246267,H,08397,2011,10.735999999999999,8370.0
1054,245401,D,08034,2011,11.154000000000002,8034.0
1055,245561,H,08002,2011,10.038,8010.0
1056,244012,H,08100,2011,10.972000000000001,8100.0
1057,245474,H,08340,2011,10.67,8301.0
1058,245950,H,08014,2011,10.755999999999998,8028.0
1059,245951,H,08350,2011,9.996,8350.0
1060,245635,D,08029,2011,10.172,8017.0
1061,252404,H,08022,2010,9.592,8022.0
1063,246908,H,08921,2011,11.936,8030.0
1064,252420,H,08530,2011,9.606,8400.0
1065,261080,D,17310,2012,11.19,17310.0
1066,261092,H,08017,2012,12.171,
1067,250475,H,08027,2011,10.6,8041.0
1068,261735,H,08553,2012,12.552,8540.0
1069,261045,H,08017,2012,10.565999999999999,8017.0
1070,248645,H,08024,2011,10.702,8007.0
1071,248339,H,08017,2011,11.1,8022.0
1072,248460,D,08041,2011,10.594000000000001,8022.0
1073,261010,H,08017,2012,10.82,8017.0
1074,261014,H,08030,2012,12.212,8030.0
1075,260550,H,08302,2012,12.624,8302.0
1076,259261,D,08392,2012,10.74,8392.0
1077,260501,D,08006,2012,12.28,8034.0
1078,259062,H,08173,2012,11.354000000000001,8034.0
1079,259212,H,08028,2012,12.056,8034.0
1080,259082,H,17310,2012,11.462,17310.0
1081,258314,D,43420,2012,11.254000000000001,8719.0
1082,259744,H,08810,2011,10.466,8870.0
1083,258413,D,08195,2012,12.338,8021.0
1085,262080,H,08340,2012,10.994000000000002,8340.0
1086,261895,H,08035,2012,10.925999999999998,8035.0
1087,261442,H,08172,2012,11.338,8172.0
1088,261841,D,08140,2012,12.13,8140.0
1089,261974,H,08023,2012,11.798,8006.0
1090,261394,H,08912,2012,11.094000000000001,8912.0
1091,262031,D,08017,2012,10.74,8017.0
1092,261467,H,08027,2012,10.622,8031.0
1093,261267,D,08022,2012,11.767999999999999,8022.0
1094,260462,H,08440,2012,10.765999999999998,8530.0
1095,264207,H,08034,2012,10.41,8034.0
1096,264712,D,08859,2012,10.404000000000002,8850.0
1097,264581,H,08293,2012,12.126,8700.0
1098,260253,H,08480,2012,11.17,8480.0
1099,260656,H,08036,2012,11.23,8036.0
1100,258784,H,08029,2012,10.845999999999998,8034.0
1101,260265,D,08020,2012,11.187999999999999,
1102,260378,H,08041,2012,11.719000000000001,
1103,260384,H,07560,2012,11.386,
1104,258741,H,08370,2012,12.936,8370.0
1105,260153,H,25300,2012,11.234000000000002,25300.0
1106,258811,H,08901,2012,10.597999999999999,8907.0
1107,258822,H,08480,2012,11.572000000000001,8530.0
1108,260159,H,08037,2012,11.894,8009.0
1109,258778,H,43850,2012,12.665999999999999,43205.0
1110,258902,D,17230,2012,11.918,17230.0
1111,260893,H,08700,2012,10.668,8700.0
1112,260099,D,08173,2012,12.824000000000002,8034.0
1113,259541,H,08290,2012,10.722000000000001,8007.0
1114,259607,H,08940,2012,12.142000000000001,8017.0
1115,260192,H,08014,2012,11.954,8034.0
1116,260193,H,08034,2012,11.024000000000001,8034.0
1117,274712,H,08770,2013,11.925999999999998,8770.0
1118,275156,H,43002,2013,13.017999999999999,43002.0
1119,274414,H,08720,2013,12.544,8770.0
1120,263065,H,00000,2012,11.56,
1121,274239,H,43007,2013,11.02,43007.0
1122,274380,H,08600,2013,11.09,8600.0
1123,274605,H,08902,2013,10.338,8017.0
1124,274623,H,08130,2013,11.4,8100.0
1125,262824,H,25199,2012,10.75,25008.0
1126,265072,H,08034,2012,10.38,8017.0
1127,265134,D,25286,2012,10.73,8600.0
1129,264917,H,08034,2014,11.993,
1130,276768,H,08916,2013,11.015999999999998,8912.0
1131,276020,H,08980,2013,10.17,8980.0
1132,276687,H,17242,2013,10.992,17244.0
1133,276128,H,17401,2013,10.962,17401.0
1134,276184,H,08950,2013,10.7,
1135,276738,H,17800,2013,11.77,17800.0
1136,275374,H,08940,2013,10.058,8940.0
1137,276244,H,08021,2013,11.382,8006.0
1138,275735,D,08022,2013,11.335999999999999,8034.0
1139,275304,H,08015,2013,11.915999999999999,8029.0
1140,275412,H,08034,2013,12.014000000000001,8034.0
1141,275674,H,08902,2013,10.347999999999999,8902.0
1142,275236,H,08770,2013,11.712,8770.0
1143,274716,H,08021,2013,11.28,8034.0
1144,274643,H,08021,2013,12.304,8034.0
1145,273998,H,17494,2012,12.097999999999999,17480.0
1146,274953,D,07004,2013,10.124,
1147,274753,H,08500,2013,12.014000000000001,
1148,274762,H,08022,2013,10.597999999999999,8017.0
1149,274783,H,08329,2013,11.342,8328.0
1150,276554,H,08017,2013,11.456,8017.0
1151,274061,H,08150,2013,10.946,8100.0
1153,273890,H,08173,2013,9.808,8034.0
1154,275472,H,08904,2013,11.714,8014.0
1155,274335,H,08980,2013,10.404000000000002,8980.0
1156,276889,H,08034,2013,12.218,8034.0
1157,274634,H,08202,2013,12.904000000000002,8201.0
1158,274178,H,48100,2013,10.66,
1159,277872,H,07014,2013,10.904000000000002,
1160,277716,D,08022,2013,10.12,8017.0
1161,280197,D,08191,2013,9.87,8193.0
1162,275627,H,08029,2012,11.08,17257.0
1163,275575,H,08041,2013,10.492,8041.0
1164,276317,H,08320,2013,13.368,8302.0
1165,278296,H,08022,2013,11.548,8022.0
1166,276266,H,08798,2013,9.958,8720.0
1167,278165,D,08021,2013,11.218,8017.0
1168,277075,H,08005,2013,11.104000000000001,8005.0
1169,277091,D,08009,2013,11.5,8010.0
1170,277111,H,08034,2013,11.186,8017.0
1171,277112,D,08022,2013,13.136,8022.0
1172,278108,D,08032,2013,12.062000000000001,8032.0
1173,278002,H,08205,2013,10.325999999999999,8034.0
1174,278003,H,17600,2013,12.992,17600.0
1175,277311,H,08034,2013,10.882,8034.0
1176,281289,H,08017,2013,9.783999999999999,8017.0
1177,279500,H,08912,2013,10.378,8912.0
1178,278121,H,08290,2013,10.662,8172.0
1179,277688,H,08014,2013,10.13,8028.0
1180,278050,H,08021,2013,13.01,
1181,277760,H,08034,2013,10.786,8034.0
1182,277768,H,08029,2013,11.015999999999998,8035.0
1183,279210,H,08173,2013,10.03,
1184,277614,H,43001,2013,12.67,43007.0
1185,277783,D,08860,2013,11.725999999999999,8001.0
1186,279236,H,08950,2013,12.134,8034.0
1187,278206,D,08041,2013,10.89,8024.0
1188,277551,H,08328,2013,12.042,8328.0
1189,276976,H,43881,2013,10.536,43820.0
1190,276983,H,08770,2013,11.32,8770.0
1191,277140,H,43897,2013,10.692,43500.0
1192,277149,H,08034,2013,11.118,8034.0
1193,277001,H,08172,2013,10.677999999999999,8017.0
1194,277587,D,43840,2013,10.616,43840.0
1195,292913,H,08402,2014,10.97,8400.0
1196,292919,H,30110,2014,13.29,
1197,292925,D,08029,2014,9.54,8036.0
1198,292927,D,00000,2014,11.16,
1199,289145,H,08173,2014,11.168,8173.0
1200,289147,H,08021,2014,11.984000000000002,8021.0
1201,289417,H,08480,2014,10.418,8195.0
1202,289297,H,08173,2014,10.99,8034.0
1203,289304,H,08202,2014,10.392000000000001,8201.0
1204,289306,D,08017,2014,11.392000000000001,8017.0
1205,289148,H,08290,2014,12.942,8031.0
1206,289149,H,08401,2014,9.927999999999999,8401.0
1207,289156,H,08901,2014,10.895999999999999,8907.0
1208,289157,D,08034,2014,11.29,
1209,289252,H,08034,2014,11.06,8006.0
1210,289262,H,08022,2014,11.966,8034.0
1211,289168,H,08034,2014,10.148,8017.0
1212,289172,D,08243,2014,11.42,8242.0
1213,289319,H,08023,2014,10.67,8006.0
1214,289332,H,08034,2014,11.04,8034.0
1215,288986,D,08017,2014,10.995999999999999,8022.0
1216,288992,H,08397,2014,9.894,8397.0
1217,288993,H,08013,2014,10.784,8010.0
1218,288996,H,43007,2014,12.075999999999999,43007.0
1220,289000,H,07800,2014,10.712,
1221,289183,H,08005,2014,10.927999999999999,8010.0
1222,289188,H,08911,2014,12.296,8911.0
1223,289190,H,08017,2014,10.284,8017.0
1224,289204,H,08173,2014,11.218,8173.0
1225,289021,H,08303,2014,10.564,8303.0
1226,289335,H,08173,2014,10.575999999999999,8034.0
1227,289110,H,08017,2014,11.985999999999999,8017.0
1228,289122,H,08022,2014,12.027999999999999,8010.0
1229,289129,H,08173,2014,9.48,8021.0
1230,289403,H,08017,2014,12.245999999999999,8022.0
1231,289407,H,25730,2014,11.384,25730.0
1232,289412,D,08635,2014,10.022,8640.0
1233,289213,H,08006,2014,9.576,8034.0
1234,289217,D,08188,2014,11.884,8401.0
1235,289221,H,08020,2014,10.106,8027.0
