CODEX,SEX,CPF,ANY,SELE,CPE
262114,D,08017,2012,11.432,08034
261903,H,08022,2012,11.182,08034
261214,H,08173,2012,12.614,08172
261459,D,08021,2012,12.186,08006
261977,H,08029,2012,11.348,08034
261401,H,07740,2012,10.636,
261860,H,08021,2012,11.864,08173
259924,H,08530,2012,11.532,08530
262056,D,08172,2011,12.2,08017
264523,H,08023,2012,10.406,08017
264793,D,08810,2012,10.456,08870
258115,H,08907,2012,10.346,08907
259595,H,08029,2012,11.566,08021
260710,H,08029,2012,12.124,08029
260236,H,43002,2012,11.044,43002
258737,H,08860,2012,11.2,08850
260861,H,08960,2012,11.366,08022
260864,H,08192,2012,11.294,08172
258154,H,08018,2012,11.896,08014
260755,D,08755,2012,11.01,08755
258685,H,25001,2012,10.524,25002
260663,H,08870,2012,10.932,08870
260664,H,08195,2012,10.502,08017
258719,H,08921,2012,11.502,08027
260444,H,25280,2012,12.034,25280
260699,H,08401,2012,10.802,08401
274976,H,08870,2013,10.488,08850
274442,H,08022,2013,11.268,08022
263238,H,08005,2012,11.66,08005
274611,D,08025,2013,11.348,08032
274191,H,08918,2012,10.21,08918
263378,H,08290,2012,11.688,08021
262895,H,17820,2012,12.37,17820
264979,H,08018,2014,10.434,
262745,H,08320,2012,11.04,08320
276756,D,08022,2013,11.982,08022
276781,D,25199,2013,9.978,25111
276392,H,08026,2013,11.522,08009
276847,H,43001,2013,12.98,43007
275258,H,12004,2013,11.62,
275350,H,08005,2013,12.812,08005
275367,H,17744,2013,10.654,17458
276736,H,08800,2013,11.686,08800
276620,H,43850,2013,11.246,43840
275219,D,08302,2013,10.774,08301
275067,H,08017,2013,11.374,08173
274764,H,08021,2013,11.29,08034
274778,D,07004,2013,10.766,
275368,H,08029,2013,10.634,08029
274017,D,08034,2013,13.432,08034
276584,H,08302,2013,9.988,08304
275904,H,08017,2013,10,08017
274148,H,07013,2013,11.38,
274520,D,08030,2013,11.51,08016
280198,H,34800,2013,9.916,
276407,H,08690,2013,11.614,08830
276425,H,08041,2013,11.174,08031
278268,H,08013,2013,10.2,08010
277672,H,08029,2013,10.82,08017
281294,D,25300,2013,9.794,25300
277759,D,43800,2013,10.94,43800
277700,H,08014,2013,10.448,08014
277247,H,08006,2013,10.358,08022
277518,H,43870,2013,11.566,43870
279206,H,08970,2013,11.022,08034
278975,H,08800,2013,10.718,08800
277628,H,08912,2013,11.056,08912
279067,H,08320,2013,10.926,08320
277000,D,08017,2013,10.744,08034
277484,H,08025,2013,12.036,08009
277488,D,08301,2013,10.78,08010
292905,D,17004,2014,9.524,17004
292907,H,08028,2014,12.332,08014
292915,D,43202,2014,10.824,43206
292922,D,08240,2014,11.194,08240
292923,H,08173,2014,10.374,08034
292933,H,08830,2014,10.092,08830
292936,D,08770,2014,10.638,08770
289279,D,08680,2014,10.642,08680
289282,D,08330,2014,9.748,08330
289289,D,08014,2014,13.35,08014
289244,H,08035,2014,11.474,08035
289246,H,08290,2014,11.644,08290
289150,H,08024,2014,10.47,08023
289317,D,25004,2014,11.244,25002
288985,H,08015,2014,11.182,08015
289006,H,08037,2014,11.58,08025
289175,D,08870,2014,12.888,08870
289180,H,08017,2014,10.586,08022
289182,H,08650,2013,9.048,08650
289184,D,17002,2014,11.338,17002
289186,H,08915,2014,11.714,08911
289012,H,08290,2014,11.146,08193
289020,H,08006,2014,11.74,08017
289026,D,08017,2014,12.14,08034
289117,D,25240,2014,10.854,25337
289125,D,08017,2014,13.102,08022
289032,H,08720,2014,10.47,08720
289035,H,08940,2014,12.228,08022
289037,H,25620,2014,11.508,25620
289214,H,08901,2014,11.082,08907
289224,H,08029,2014,9.884,08029
289238,H,08172,2014,9.402,08173
289061,H,12003,2014,10.448,
289065,H,08830,2014,12.92,08021
289066,H,08301,2014,9.912,08301
289069,H,08359,2014,10.716,08350
289082,H,07141,2014,10.084,
289088,D,08173,2014,10.796,08022
289374,H,08798,2014,10.366,08770
289093,H,08820,2014,9.66,08950
289339,D,12330,2014,11.052,
289340,H,08950,2014,9.996,08022
289353,H,43002,2014,10.096,43005
289368,H,08030,2014,9.956,08030
289207,H,08034,2014,11.52,08006
289274,H,08037,2014,11.744,08010
288964,H,08041,2014,10.502,08032
288967,H,08009,2014,11.648,08010
289275,D,08032,2014,11.462,08022
288972,H,08024,2014,10.468,08025
288973,H,08186,2014,9.538,08110
288981,D,17130,2014,9.716,17257
288982,H,08017,2014,12.712,08173
289389,D,08415,2014,9.502,08530
289396,H,08029,2014,9.39,08021
294152,H,08172,2014,12.014,08173
304329,H,08960,2015,11.112,08950
304331,H,08755,2015,10.324,08902
304291,H,08290,2015,9.962,08193
304292,H,08004,2015,12.42,08014
304311,H,07015,2015,9.958,
304315,D,08192,2015,12.69,08193
304321,D,43206,2015,11.862,43205
304029,D,08150,2015,10.154,08100
304033,H,08024,2015,10.17,08025
304037,H,08022,2015,10.828,08034
304042,H,08700,2015,10.186,08700
304044,D,25006,2015,13.24,25006
304056,H,08130,2015,9.994,08100
304063,H,08029,2015,10.53,08017
304243,H,17003,2015,11.734,17005
304267,H,08290,2015,11.576,08290
304274,D,08006,2015,10.98,08017
304338,H,08013,2015,10.62,08010
304343,H,08022,2015,10.222,08022
304080,H,08005,2015,12.494,08019
304085,H,42001,2015,10.91,
304087,H,17246,2015,11.684,17244
304089,H,08901,2015,11.762,08901
304281,H,08339,2015,12.998,08302
304175,H,08024,2015,12.752,08032
304188,H,08440,2015,10.576,08440
304114,H,38530,2015,11.813,
304117,H,08006,2016,9.623,
304202,H,08172,2015,10.872,08022
304209,H,08440,2015,12.356,08440
304213,H,07702,2015,11.914,
304386,D,08020,2015,12.742,08027
304398,D,08036,2015,12.444,08017
304400,H,07800,2015,12.994,
304405,H,08820,2015,10.788,08017
304126,H,07460,2015,11.284,
304127,H,43005,2015,11.642,43003
304129,H,08005,2015,11.62,
304142,H,08330,2015,10.432,08328
304143,H,08003,2015,11.52,08009
304146,H,17458,2015,11.498,17005
304148,H,08173,2015,11.652,08174
303960,H,08014,2015,12.308,08014
303968,H,25790,2015,9.704,08017
303974,H,08024,2015,10.404,08017
303986,H,08290,2015,9.726,08290
303995,D,08915,2015,12.838,08902
304003,D,08029,2015,12.664,08029
304005,D,08037,2015,12.264,08037
309144,H,08028,2015,11.32,08017
309147,D,08006,2015,12.53,08006
307330,H,08980,2015,9.046,08980
308050,H,28038,2015,11.986,
230878,D,08022,2010,10.934,08034
228044,D,17003,2010,12.044,17003
227182,H,08917,2010,9.804,08917
227264,H,08017,2010,10.39,08034
229262,D,07820,2010,10.234,
228323,H,17257,2010,10.42,17257
230006,H,07760,2010,10.83,
227880,D,17310,2010,10.478,17458
229635,H,08023,2010,11.522,08022
228436,D,08340,2010,11.208,08340
228046,H,17003,2010,10.702,17003
228049,H,08397,2010,10.73,17003
228190,D,08261,2010,11.436,08261
228459,D,43700,2010,10.146,43700
226515,D,17400,2010,12.126,08470
230008,D,07702,2010,10.238,
228060,H,08017,2010,12.136,08034
227298,H,08034,2010,10.524,08017
227857,H,08017,2010,10.322,08173
227363,H,08911,2010,11.496,08912
227021,H,08328,2010,11.182,08007
227369,H,08023,2010,9.77,08022
228080,H,08470,2010,11.424,08470
229423,H,17527,2010,11.334,17520
227383,H,08015,2010,12.092,08015
228021,D,08860,2010,10.196,08860
229925,H,08006,2010,12.796,08034
229821,D,43002,2010,12.37,43002
228429,D,08402,2010,11.586,08100
227712,H,08042,2010,11.2,08031
227519,D,08034,2010,11.528,08034
228631,H,08027,2010,10.16,08030
227735,D,08776,2010,10.754,08770
227522,H,08034,2010,10.256,08034
227753,H,08023,2010,10.928,08034
228531,H,43007,2010,11.818,43120
227787,H,08030,2010,10.66,08195
227590,H,08010,2010,12.462,08010
229698,H,08859,2010,9.946,08014
228382,H,43205,2010,10.354,43206
228660,D,08970,2010,10.732,08034
227624,H,08173,2010,11.7,08034
227406,H,08172,2010,10.106,08174
227413,H,08022,2010,11,08017
227422,D,08025,2010,10.794,08025
228715,H,43750,2010,10.504,43750
227452,H,08038,2010,10.058,08017
228630,D,08030,2010,13.246,08030
226877,H,08370,2010,12.137,
243182,H,08021,2011,12.667,
233142,H,08290,2010,11.78,08017
232094,H,08272,2010,9.684,08240
231991,H,08013,2010,10.802,08009
228884,H,08192,2010,9.77,08195
227098,H,08034,2010,10.73,08034
245322,H,08008,2011,13.336,08036
243777,H,07840,2011,10.632,
243551,H,AD400,2011,10.74,
245087,D,08960,2011,13.6,08022
243676,H,08026,2011,10.744,08032
245195,H,08015,2011,9.98,08017
244406,H,43007,2011,11.142,43003
245208,H,08034,2011,10.708,08034
245218,H,08037,2011,12.072,08036
232799,H,08005,2010,9.706,08005
243582,H,08012,2011,11.833,
244377,H,08018,2011,10.646,08009
244391,H,08338,2011,10.558,08338
246034,D,08224,2011,10.096,08221
245176,D,08173,2011,12.352,08022
232333,H,08784,2010,9.6,08770
247399,H,08013,2010,9.93,08010
246794,H,07230,2011,11.016,
246587,H,43550,2010,11.352,43500
246660,H,08036,2011,12.07,08006
245418,H,08950,2011,10.22,08034
244725,H,08173,2011,10.338,08173
244653,D,25700,2011,12.474,25700
246156,H,08201,2013,10,08017
244840,H,08980,2011,10.586,08980
244802,H,08173,2011,11.146,08172
245521,H,08014,2011,10.694,08010
245640,H,08024,2011,9.978,08024
244530,D,17002,2011,9.85,17003
244535,H,08034,2011,10.982,08021
244869,H,08032,2011,11.082,08031
244141,H,08018,2011,10.422,08029
244826,H,08028,2010,9.244,08028
244002,H,08100,2011,10.994,08100
245445,H,08028,2011,11.45,08017
246267,H,08397,2011,10.736,08370
245584,H,08025,2011,11.068,08034
245401,D,08034,2011,11.154,08034
245561,H,08002,2011,10.038,08010
244012,H,08100,2011,10.972,08100
245474,H,08340,2011,10.67,08301
245950,H,08014,2011,10.756,08028
245951,H,08350,2011,9.996,08350
245635,D,08029,2011,10.172,08017
252404,H,08022,2010,9.592,08022
247077,H,08025,2012,9.888,
246908,H,08921,2011,11.936,08030
252420,H,08530,2011,9.606,08400
261080,D,17310,2012,11.19,17310
261092,H,08017,2012,12.171,
250475,H,08027,2011,10.6,08041
261735,H,08553,2012,12.552,08540
261045,H,08017,2012,10.566,08017
248645,H,08024,2011,10.702,08007
248339,H,08017,2011,11.1,08022
248460,D,08041,2011,10.594,08022
261010,H,08017,2012,10.82,08017
261014,H,08030,2012,12.212,08030
260550,H,08302,2012,12.624,08302
259261,D,08392,2012,10.74,08392
260501,D,08006,2012,12.28,08034
259062,H,08173,2012,11.354,08034
259212,H,08028,2012,12.056,08034
259082,H,17310,2012,11.462,17310
258314,D,43420,2012,11.254,08719
259744,H,08810,2011,10.466,08870
258413,D,08195,2012,12.338,08021
259904,H,08500,2012,11.342,08500
262080,H,08340,2012,10.994,08340
261895,H,08035,2012,10.926,08035
261442,H,08172,2012,11.338,08172
261841,D,08140,2012,12.13,08140
261974,H,08023,2012,11.798,08006
261394,H,08912,2012,11.094,08912
262031,D,08017,2012,10.74,08017
261467,H,08027,2012,10.622,08031
261267,D,08022,2012,11.768,08022
260462,H,08440,2012,10.766,08530
264207,H,08034,2012,10.41,08034
264712,D,08859,2012,10.404,08850
264581,H,08293,2012,12.126,08700
260253,H,08480,2012,11.17,08480
260656,H,08036,2012,11.23,08036
258784,H,08029,2012,10.846,08034
260265,D,08020,2012,11.188,
260378,H,08041,2012,11.719,
260384,H,07560,2012,11.386,
258741,H,08370,2012,12.936,08370
260153,H,25300,2012,11.234,25300
258811,H,08901,2012,10.598,08907
258822,H,08480,2012,11.572,08530
260159,H,08037,2012,11.894,08009
258778,H,43850,2012,12.666,43205
258902,D,17230,2012,11.918,17230
260893,H,08700,2012,10.668,08700
260099,D,08173,2012,12.824,08034
259541,H,08290,2012,10.722,08007
259607,H,08940,2012,12.142,08017
260192,H,08014,2012,11.954,08034
260193,H,08034,2012,11.024,08034
274712,H,08770,2013,11.926,08770
275156,H,43002,2013,13.018,43002
274414,H,08720,2013,12.544,08770
263065,H,00000,2012,11.56,
274239,H,43007,2013,11.02,43007
274380,H,08600,2013,11.09,08600
274605,H,08902,2013,10.338,08017
274623,H,08130,2013,11.4,08100
262824,H,25199,2012,10.75,25008
265072,H,08034,2012,10.38,08017
265134,D,25286,2012,10.73,08600
264917,H,08034,2012,11.993,
264917,H,08034,2014,11.993,
276768,H,08916,2013,11.016,08912
276020,H,08980,2013,10.17,08980
276687,H,17242,2013,10.992,17244
276128,H,17401,2013,10.962,17401
276184,H,08950,2013,10.7,
276738,H,17800,2013,11.77,17800
275374,H,08940,2013,10.058,08940
276244,H,08021,2013,11.382,08006
275735,D,08022,2013,11.336,08034
275304,H,08015,2013,11.916,08029
275412,H,08034,2013,12.014,08034
275674,H,08902,2013,10.348,08902
275236,H,08770,2013,11.712,08770
274716,H,08021,2013,11.28,08034
274643,H,08021,2013,12.304,08034
273998,H,17494,2012,12.098,17480
274953,D,07004,2013,10.124,
274753,H,08500,2013,12.014,
274762,H,08022,2013,10.598,08017
274783,H,08329,2013,11.342,08328
276554,H,08017,2013,11.456,08017
274061,H,08150,2013,10.946,08100
274785,H,08840,2013,10.73,
273890,H,08173,2013,9.808,08034
275472,H,08904,2013,11.714,08014
274335,H,08980,2013,10.404,08980
276889,H,08034,2013,12.218,08034
274634,H,08202,2013,12.904,08201
274178,H,48100,2013,10.66,
277872,H,07014,2013,10.904,
277716,D,08022,2013,10.12,08017
280197,D,08191,2013,9.87,08193
275627,H,08029,2012,11.08,17257
275575,H,08041,2013,10.492,08041
276317,H,08320,2013,13.368,08302
278296,H,08022,2013,11.548,08022
276266,H,08798,2013,9.958,08720
278165,D,08021,2013,11.218,08017
277075,H,08005,2013,11.104,08005
277091,D,08009,2013,11.5,08010
277111,H,08034,2013,11.186,08017
277112,D,08022,2013,13.136,08022
278108,D,08032,2013,12.062,08032
278002,H,08205,2013,10.326,08034
278003,H,17600,2013,12.992,17600
277311,H,08034,2013,10.882,08034
281289,H,08017,2013,9.784,08017
279500,H,08912,2013,10.378,08912
278121,H,08290,2013,10.662,08172
277688,H,08014,2013,10.13,08028
278050,H,08021,2013,13.01,
277760,H,08034,2013,10.786,08034
277768,H,08029,2013,11.016,08035
279210,H,08173,2013,10.03,
277614,H,43001,2013,12.67,43007
277783,D,08860,2013,11.726,08001
279236,H,08950,2013,12.134,08034
278206,D,08041,2013,10.89,08024
277551,H,08328,2013,12.042,08328
276976,H,43881,2013,10.536,43820
276983,H,08770,2013,11.32,08770
277140,H,43897,2013,10.692,43500
277149,H,08034,2013,11.118,08034
277001,H,08172,2013,10.678,08017
277587,D,43840,2013,10.616,43840
292913,H,08402,2014,10.97,08400
292919,H,30110,2014,13.29,
292925,D,08029,2014,9.54,08036
292927,D,00000,2014,11.16,
289145,H,08173,2014,11.168,08173
289147,H,08021,2014,11.984,08021
289417,H,08480,2014,10.418,08195
289297,H,08173,2014,10.99,08034
289304,H,08202,2014,10.392,08201
289306,D,08017,2014,11.392,08017
289148,H,08290,2014,12.942,08031
289149,H,08401,2014,9.928,08401
289156,H,08901,2014,10.896,08907
289157,D,08034,2014,11.29,
289252,H,08034,2014,11.06,08006
289262,H,08022,2014,11.966,08034
289168,H,08034,2014,10.148,08017
289172,D,08243,2014,11.42,08242
289319,H,08023,2014,10.67,08006
289332,H,08034,2014,11.04,08034
288986,D,08017,2014,10.996,08022
288992,H,08397,2014,9.894,08397
288993,H,08013,2014,10.784,08010
288996,H,43007,2014,12.076,43007
288998,H,08980,2015,9.762,08980
289000,H,07800,2014,10.712,
289183,H,08005,2014,10.928,08010
289188,H,08911,2014,12.296,08911
289190,H,08017,2014,10.284,08017
289204,H,08173,2014,11.218,08173
289021,H,08303,2014,10.564,08303
289335,H,08173,2014,10.576,08034
289110,H,08017,2014,11.986,08017
289122,H,08022,2014,12.028,08010
289129,H,08173,2014,9.48,08021
289403,H,08017,2014,12.246,08022
289407,H,25730,2014,11.384,25730
289412,D,08635,2014,10.022,08640
289213,H,08006,2014,9.576,08034
289217,D,08188,2014,11.884,08401
289221,H,08020,2014,10.106,08027
289223,D,08034,2014,10.762,08034
289231,H,17130,2014,10.798,17458
289232,H,08770,2014,11.134,08770
289086,H,08320,2014,9.486,08302
289376,H,25006,2016,9.638,25008
289376,H,25006,2014,9.638,25008
289266,H,08173,2014,10.974,08173
288962,H,08035,2014,10.612,08034
289342,H,43800,2014,11.28,43800
289345,H,08173,2014,11.492,08034
289369,H,08015,2014,11.578,08015
289371,H,08338,2014,10.734,08338
289394,H,08202,2014,10.102,08201
289039,H,08950,2014,10.007,
294141,H,08001,2014,11.948,08001
294148,H,08173,2014,10.312,08034
294155,H,08024,2014,10.658,08024
304335,H,08030,2015,11.96,08030
304158,D,08130,2015,10.662,08130
304160,H,08006,2015,11.888,08034
304014,H,08572,2015,12.938,08560
304024,H,08017,2015,10.272,08017
304034,H,43007,2015,10.86,43002
304058,D,08029,2015,12.816,08029
304061,H,08030,2015,11.182,08030
304269,H,08320,2015,10.172,08320
304273,D,08021,2015,11.21,08034
304337,H,08005,2015,11.548,08003
304348,H,43201,2015,11.652,43205
304351,H,08024,2015,12.84,08009
304358,D,08720,2014,10.84,08720
304360,H,08003,2015,11.194,08005
304077,D,08017,2015,11.764,08022
304079,D,08022,2015,11.548,08022
304084,H,07760,2015,12.206,
304093,H,08140,2015,11.46,08140
304095,H,08860,2015,11.44,08850
304280,H,08028,2015,11.08,08014
304184,H,08174,2015,10.228,08173
304364,H,08304,2015,10.696,08304
304194,H,08005,2015,12.455,
304195,H,08041,2015,11.096,08006
304392,D,08290,2015,10.56,08193
304401,H,08017,2015,11.67,08034
304408,H,08970,2015,11.576,08950
304123,H,08017,2015,11.326,08017
304124,H,08028,2015,9.894,08028
304234,H,08005,2015,11.032,08005
304240,H,08012,2015,10.93,
303959,D,08917,2015,12.38,08911
303984,H,08940,2015,10.87,08014
303989,H,08024,2015,12.736,08024
303991,H,17002,2015,11.366,17002
303997,H,17800,2015,10.006,17800
304009,H,08918,2015,10.064,08022
304011,H,08028,2015,11.606,08021
309126,D,08028,2015,10.392,
309140,H,08017,2015,12.124,08022
309141,H,08902,2015,11.314,08902
308042,D,08917,2015,12.15,08917
308053,H,08017,2015,10.46,08017
308062,H,08036,2013,10.706,08036
308066,H,08004,2015,11.972,08001
230157,H,08023,2010,10.33,08006
231419,H,08021,2010,9.166,08017
230772,H,08391,2010,11.036,08390
227200,D,08006,2010,10.874,08006
229827,H,07730,2010,11.234,
228179,H,08980,2010,12.062,08980
226499,H,08016,2010,10.1,08031
227887,H,08014,2010,10.82,08014
227133,H,08021,2010,12.302,08022
227142,D,08006,2010,12.12,08006
228454,D,08380,2010,12.402,08380
230199,H,08360,2010,11.506,08360
229072,H,07012,2010,11.012,
227296,H,08021,2010,10.942,08006
226472,D,08017,2010,11.792,08017
227302,D,08034,2010,10.46,08017
227859,H,08830,2010,10.76,08830
227355,H,08015,2010,10.508,08008
227018,H,08005,2010,10.312,08007
227047,H,08906,2010,12.6,08901
229794,D,08021,2010,10.844,08022
228100,H,43850,2010,9.802,43002
227326,H,08500,2010,10.55,08500
227260,H,08917,2010,10.69,08912
228593,D,17600,2010,11.088,17600
227518,D,08017,2010,11.482,08017
226889,D,07840,2010,11.336,
227769,H,08022,2010,11.742,08034
226717,D,08016,2010,10.558,08030
228529,H,08014,2010,10.688,08027
228530,H,43007,2010,10.484,43120
229447,H,17002,2010,10.354,17004
229451,D,08012,2010,11.07,08006
227584,H,08187,2010,11.976,08530
227805,D,08017,2010,11.09,08034
226648,H,08014,2010,10.446,08014
228383,H,43202,2010,10.332,43206
228663,D,08029,2010,10.7,08034
228563,H,08859,2010,11.606,08850
228615,H,08328,2010,10.944,08328
227451,H,08028,2010,12.002,08017
227703,D,08037,2010,10.586,08010
227757,D,08034,2010,10.84,08034
228718,H,08330,2010,11.25,08301
232124,H,08922,2010,9.682,08030
228122,H,08001,2010,9.772,08034
229744,H,07800,2010,10.546,
227092,H,08021,2010,10.792,08034
243124,H,08017,2011,11.286,08022
228005,D,43350,2010,12.62,43330
228169,D,08035,2010,11.276,08023
246314,H,08800,2011,10.21,08800
243832,H,08022,2011,12.331,
245847,H,08022,2011,10.09,08173
243681,H,08015,2011,10.396,08007
245181,H,08028,2011,11.352,08029
245234,H,08017,2011,10.24,08017
243865,D,08035,2011,12.526,08035
245240,H,08029,2011,11.79,08017
233204,H,08007,2010,10.91,08034
243556,H,07500,2011,12.03,
245213,H,08025,2011,10.314,08025
246015,H,08036,2011,11.106,08008
243748,H,08029,2010,10.374,08036
246361,D,08330,2011,11.672,08917
244971,D,08830,2011,11.318,08902
244596,H,43205,2011,11.012,43205
244456,H,43800,2011,10.972,43800
245843,D,08320,2011,10.082,08320
244235,H,43205,2011,12.33,43205
245070,H,08769,2011,12.548,08760
232379,H,25700,2010,9.678,25700
232679,D,08302,2010,10.91,08304
243142,H,08006,2011,12.602,
232933,H,08034,2010,10.846,08021
232338,H,08800,2010,9.634,08800
232356,H,43206,2010,9.768,43120
246748,H,07014,2011,12.052,
246767,H,08035,2011,10.638,08035
246465,D,08770,2011,9.818,08770
246800,H,11405,2011,12.432,
246718,H,08036,2010,9.78,08029
247256,H,08027,2010,11.3,08027
246730,H,08024,2011,10.87,08024
246899,D,17003,2010,12.642,17004
244738,H,07141,2010,9.948,
244746,H,08173,2011,10.178,08017
244262,H,43500,2011,10.264,43500
246155,H,08029,2011,9.72,08017
246236,H,08980,2011,11.86,08980
245360,H,08034,2011,10.358,08034
245034,H,08022,2011,9.878,08022
245365,H,08014,2011,10.194,08014
245368,H,08290,2011,9.964,08034
245374,H,08006,2011,11.486,08034
245643,H,08008,2011,10.026,08008
243979,H,17300,2011,10.894,17300
244867,D,08015,2011,10.854,08031
246113,D,08330,2011,10.522,08330
244868,D,08031,2011,11.628,08031
246091,H,08195,2011,10.76,08017
245447,H,08017,2011,10.08,08017
245932,D,08940,2011,11.88,08950
245605,H,08028,2011,12.672,08017
244109,H,43500,2011,11.826,43500
244115,H,25005,2011,9.732,25005
245393,H,08757,2011,9.876,08757
245406,D,08034,2011,11.458,08022
245568,H,08024,2011,9.874,08024
244648,H,08903,2011,12.624,08902
244651,H,25700,2011,10.016,25700
244005,H,17480,2011,11.37,17480
245476,D,08301,2011,12.106,08301
244060,H,08520,2011,12.13,08401
245638,D,08010,2011,12.982,08037
245639,D,08013,2011,11.592,08037
252429,H,08011,2011,9.556,08006
254784,H,08905,2010,9.412,08906
261747,D,08640,2012,11.004,08640
249938,H,08402,2011,9.62,08401
261710,H,22520,2012,11.851,
261082,H,07006,2012,10.474,
250576,H,08023,2011,9.71,08034
250255,H,25600,2011,9.666,25600
250977,H,08830,2011,10.388,08830
250824,D,17300,2011,9.26,17003
250068,H,08700,2011,9.638,08700
261004,H,08197,2012,10.94,08174
259986,H,08182,2012,11.892,08140
261499,D,08028,2012,11.698,08902
261512,D,25530,2012,10.988,25530
258501,H,08022,2012,11.72,
260479,H,08392,2012,11.21,08302
258275,H,08757,2012,11.884,08950
258366,H,08029,2012,11.686,08017
261627,H,08912,2012,10.868,08915
258214,H,08690,2012,12.52,08830
258315,H,08022,2012,11.85,08022
259234,H,08912,2012,12.584,08912
259738,D,08172,2011,11.186,08034
259309,H,08014,2012,10.908,08014
258927,H,07007,2012,11.906,
259387,H,08358,2012,11.168,08358
262016,H,07760,2012,11.346,
261106,H,08394,2012,11.89,08302
261287,H,08500,2012,10.996,08500
261141,H,08301,2012,11.562,08302
261259,H,08035,2012,11.946,08035
265152,H,08553,2012,10.434,08500
258729,H,08015,2012,12.306,08007
258792,D,08015,2012,11.178,08017
260264,H,08173,2012,10.656,08034
258145,H,08340,2012,13.082,08340
258563,D,08370,2012,11.976,08370
258159,H,08021,2012,12.014,08173
260087,H,08025,2012,10.882,08009
260731,H,17480,2012,11.302,17480
260016,H,08720,2012,10.714,08720
260178,H,08195,2012,12.1,08197
258999,D,08022,2012,11.58,08022
258626,D,08022,2012,11.444,08034
260666,H,17800,2012,12.226,17800
259554,D,08006,2012,10.826,08006
260455,H,08191,2012,11.554,08191
260363,H,08440,2012,11.384,08440
260700,H,08310,2012,11.258,08301
260056,H,43007,2012,12.86,43003
258665,H,08195,2012,12.526,08195
275054,H,08023,2013,11.246,08034
274401,H,08917,2013,10.554,08911
274252,H,08017,2013,12.396,08173
263243,H,08023,2012,10.51,
274589,H,07002,2012,9.336,
274597,H,08739,2013,11.778,08770
274602,H,08330,2013,12.368,08302
274904,H,43007,2013,12.438,43003
265098,D,08017,2012,12.055,
274407,H,08921,2013,12.776,08911
276760,H,08516,2013,12.802,08513
276382,D,08023,2013,10.754,08022
276102,D,08022,2013,11.602,08022
276848,H,08970,2013,12.228,08980
275244,H,08026,2013,10.44,08010
275345,H,08328,2013,10.75,08328
275347,H,07800,2013,10.224,
276039,H,07820,2013,11.284,08022
275958,H,08029,2013,10.98,08017
276697,H,08750,2013,11.084,08950
275974,H,08017,2013,12.698,08173
276910,D,08293,2013,11.9,08034
275739,H,43001,2013,12.104,43005
275208,H,07011,2013,9.936,
275411,D,08022,2013,11.408,08193
276511,D,08028,2013,12.542,08022
274358,H,08034,2013,10.438,08034
274548,H,08023,2013,11.976,08034
274570,H,08020,2013,11.604,08027
274485,H,08320,2013,12.094,08302
275726,D,08021,2013,11.338,08034
274770,D,08012,2013,12.19,
274779,H,07010,2013,11.04,
274852,H,43201,2013,13.32,43120
274066,H,08551,2013,10.678,08500
275117,D,08005,2013,12.036,08023
274511,H,08640,2013,12.99,08640
274512,H,08173,2013,10.368,08021
274317,H,08006,2013,11.748,08173
277875,D,00000,2013,11.314,
277881,H,08020,2013,11.246,08020
277373,H,25007,2013,12.894,25008
280244,H,08860,2013,9.926,08870
277422,H,08242,2013,11.582,08241
277744,H,08014,2013,10.454,08015
276205,H,07004,2013,12.346,
276418,H,08031,2013,9.976,08034
280248,H,08028,2013,9.866,08034
277404,H,08034,2013,11.74,08034
276343,H,07820,2013,10.434,
275603,H,08015,2013,11.584,08014
277998,H,08005,2013,10.586,08034
278080,H,17742,2013,12.1,17600
278030,D,08004,2013,9.976,08014
278056,H,08770,2013,11.45,08770
277896,D,08790,2013,11.304,08790
277531,H,08017,2013,11.02,08017
277825,H,08022,2013,11.442,08022
278209,H,08028,2013,9.942,08034
276993,H,08023,2013,12.006,08035
292501,H,08011,2014,9.388,08009
289288,D,08870,2014,11.42,08870
289292,H,08006,2014,11.25,08034
289296,H,08173,2014,9.734,08034
289247,H,08570,2014,11.374,08570
289248,H,43820,2014,9.918,08870
289251,D,08173,2014,11.506,08193
289258,H,17412,2013,12.348,08034
289309,H,08173,2014,11.02,08034
289323,H,08014,2014,11.524,08034
289330,H,08960,2014,10.483,
289185,H,08349,2014,10.986,08302
289189,H,17500,2014,12.444,17500
289097,H,08328,2014,10.462,08328
289024,H,08401,2014,13.156,08520
289025,H,08023,2012,9.142,08022
289106,D,08290,2014,13.062,08034
289130,H,08970,2014,12.15,
289030,H,08012,2014,11,08025
289402,H,17002,2014,9.75,17005
289409,H,08015,2012,10.106,08014
289133,H,08830,2014,10.002,08830
289136,H,08172,2014,12.976,08173
289140,H,08940,2014,10.296,08906
289047,H,08009,2014,10.006,08009
289050,H,08197,2013,12.896,08173
289218,H,08338,2014,10.764,08320
289072,H,08006,2014,12.378,08036
289076,D,08027,2014,10.436,08030
289091,D,08980,2014,11.606,08980
289375,H,08028,2014,10.738,08017
289269,H,08241,2014,9.612,08240
288958,H,07012,2014,10.794,
289351,H,08871,2014,11.072,08034
289361,D,08034,2014,11.69,08193
289362,H,08023,2014,11.45,08022
289366,H,08340,2014,12.982,08302
294142,H,08191,2014,11.248,08173
304327,H,08340,2015,11.514,08340
304332,H,08392,2015,11.622,08392
